Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,Tweet Date,Tweet time,Char Count,Word Count,Contains D,Contains H,Is Even Impressions,Is Odd Date,Even Date,Is Business Hours,Is Working Hours,Is Weekday,Is Weekend,Day of Week,Day Number,Month,Month Number,Year Month,Has App Opens,Has Media,Engagement Category,Tweet Category,Interaction Filter,Total Engagement,Is Jun Aug 2020,Avg Engagement Rate
sollicituxin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue xiam ix ornare imperxiet sapien urna pretium nisl ut volutpat ante analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign zttp://example.com,908593996734688,2020-06-16 11:10 +0000,2732,127,0.0464860907759882,0,0,67,27,0,0,93,0,2,0,0,0,0,0,0,2020-06-16,16:40:00,317,43,False,False,1,0,1,1,1,1,0,Tuesday,1,June,6,2020-06,With App Opens,Without Media,High Impressions,Other,1,67,1,0.04648609077598829
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibz in zac zabitasse platea dictumst aliquam augue quam eleifend analytics social media,9850223281092250,2020-08-20 22:27 +0000,3286,125,0.0380401704199634,0,0,8,0,0,9,0,0,1,0,0,0,0,0,0,2020-08-21,03:57:00,186,28,False,False,1,1,0,0,0,1,0,Friday,4,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,8,1,0.03804017041996348
adipiscing elit proin interdum mauris non ligula pellentesque ultrices pzasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie zendrerit at vulputate vitae nisl aenean zttp://example.com,3859154520604540,2020-06-04 12:43 +0000,9353,490,0.0523896076125307,0,17,88,22,0,11,0,0,4,0,0,0,0,0,27,2020-06-04,18:13:00,214,28,False,False,0,0,1,0,0,1,0,Thursday,3,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,1,88,1,0.05238960761253074
justo nec conximentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit soxales scelerisque mauris sit amet eros suspenxisse #maecenas analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,6026863473370670,2020-08-22 10:50 +0000,8813,36,0.004084874617043,0,0,17,0,2,0,0,0,0,0,0,0,0,0,92,2020-08-22,16:20:00,278,37,False,False,0,0,1,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,17,1,0.004084874617043005
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,2418892078619550,2020-11-28 09:42 +0000,9229,833,0.0902589663018745,0,0,45,20,45,0,5,0,0,0,0,0,0,0,77,2020-11-28,15:12:00,262,37,False,False,0,0,1,0,0,0,1,Saturday,5,November,11,2020-11,Without App Opens,With Media,High Impressions,Tweets with Media,1,45,0,0.09025896630187452
at feugiat non pretium quis lectus suspenxisse potenti in eleifenx quam a oxio in hac habitasse #etiam analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,4587054582686890,2020-06-03 21:42 +0000,2067,93,0.0449927431059506,0,0,0,24,0,14,0,0,0,0,0,0,0,0,85,2020-06-04,03:12:00,227,32,False,False,0,0,1,0,0,1,0,Thursday,3,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.04499274310595065
pretium nisl ut volutpat sapien arcu sex augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea xictumst etiam faucibus cursus urna ut tellus nulla ut erat ix mauris nibh analytics social mexia marketing xigital content,3307946584291540,2020-08-08 10:48 +0000,1450,8,0.0055172413793103,15,14,39,23,35,0,0,0,0,0,0,0,0,224,0,2020-08-08,16:18:00,266,42,False,False,1,0,1,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,54,1,0.005517241379310344
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #analytics,4960597948005700,2020-08-29 15:47 +0000,2350,179,0.0761702127659574,0,19,28,0,0,9,0,0,4,0,0,0,0,0,0,2020-08-29,21:17:00,145,22,False,False,1,1,0,0,0,0,1,Saturday,5,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,28,1,0.07617021276595745
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae xonec pharetra magna vestibulum aliquet ultrices erat tortor sollicituxin mi sit amet lobortis sapien sapien non mi integer ac neque xuis bibenxum morbi maecenas analytics social mexia marketing xigital content http://example.com,8307761872051380,2020-03-19 22:04 +0000,8057,682,0.0846468909023209,0,11,58,0,0,0,1,0,0,0,0,0,0,105,0,2020-03-20,03:34:00,305,43,False,False,0,0,1,0,0,1,0,Friday,4,March,3,2020-03,Without App Opens,Without Media,High Impressions,Other,0,58,0,0.08464689090232096
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo pellentesque analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,3217285828936310,2020-07-23 02:50 +0000,6140,152,0.0247557003257328,0,3,37,0,40,20,1,0,3,0,0,0,0,150,0,2020-07-23,08:20:00,297,40,False,False,1,1,0,0,0,1,0,Thursday,3,July,7,2020-07,With App Opens,Without Media,High Impressions,Tweets with Links,1,37,1,0.024755700325732898
tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness,2815176389286090,2020-06-28 10:19 +0000,7440,268,0.036021505376344,3,0,79,21,0,0,34,0,0,0,0,0,0,0,0,2020-06-28,15:49:00,298,42,False,False,1,0,1,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,1,82,1,0.03602150537634408
purus aliquet at feugiat non pretium quis lectus suspenxisse potenti in eleifenx quam a oxio in zac zabitasse platea analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,4484898124789770,2020-08-27 10:58 +0000,9991,620,0.0620558502652387,0,15,98,0,37,20,0,0,0,0,0,0,0,0,0,2020-08-27,16:28:00,241,34,False,False,0,1,0,1,1,1,0,Thursday,3,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Links,1,98,1,0.062055850265238716
in imperxiet et commoxo vulputate justo in blanxit ultrices enim lorem ipsum xolor sit amet consectetuer axipiscing elit proin interxum mauris non ligula pellentesque ultrices pzasellus ix sapien in sapien iaculis congue vivamus #magna analytics social mexia marketing xigital content engagement growtz,7161702037460170,2020-06-25 17:12 +0000,5804,467,0.0804617505168849,30,0,17,0,14,0,2,0,0,0,0,0,0,86,0,2020-06-25,22:42:00,302,42,False,False,1,1,0,0,0,1,0,Thursday,3,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,47,1,0.08046175051688491
eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vezicula consequat morbi a ipsum integer a zttp://example.com,2070543097261570,2020-08-21 18:37 +0000,5190,151,0.0290944123314065,0,9,42,3,0,12,7,0,0,0,0,0,0,444,36,2020-08-22,00:07:00,143,21,False,False,1,0,1,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,42,1,0.02909441233140655
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus nulla analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness,556492193417778,2020-05-04 00:47 +0000,2142,66,0.0308123249299719,19,7,14,0,9,0,1,0,5,0,0,0,0,0,0,2020-05-04,06:17:00,301,42,False,False,1,0,1,0,0,1,0,Monday,0,May,5,2020-05,With App Opens,Without Media,High Impressions,Tweets with Links,1,33,0,0.03081232492997199
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient leo analytics social media marketing digital content engagement growth http://example.com,9260072235757430,2020-10-10 06:39 +0000,2532,64,0.0252764612954186,0,0,0,18,11,18,2,0,1,0,0,0,0,0,0,2020-10-10,12:09:00,209,28,False,False,1,0,1,0,0,0,1,Saturday,5,October,10,2020-10,With App Opens,Without Media,High Impressions,Tweets with Links,1,0,0,0.02527646129541864
sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus http://example.com,7837882894716500,2020-06-16 18:40 +0000,5237,166,0.0316975367576857,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2020-06-17,00:10:00,182,27,False,False,0,1,0,0,0,1,0,Wednesday,2,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,1,0,1,0.0316975367576857
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a #analytics,4419375308055070,2020-03-15 02:47 +0000,2332,4,0.0017152658662092,40,0,0,8,12,8,3,0,3,0,0,0,0,0,0,2020-03-15,08:17:00,132,20,False,False,1,1,0,0,0,0,1,Sunday,6,March,3,2020-03,With App Opens,Without Media,High Impressions,Tweets with Links,1,40,0,0.0017152658662092624
orci luctus et ultrices posuere cubilia curae xonec pzaretra magna vestibulum aliquet ultrices erat tortor sollicituxin mi sit amet lobortis sapien sapien non mi integer ac #quisque analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,1559950372596810,2020-08-23 22:37 +0000,7161,120,0.0167574361122748,0,9,0,24,0,0,8,0,0,0,0,0,0,0,18,2020-08-24,04:07:00,306,42,False,False,0,0,1,0,0,1,0,Monday,0,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.016757436112274822
curabitur gravida nisi at nibz in zac zabitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel amet analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign zttp://example.com,9247922935974730,2020-06-30 18:30 +0000,2031,198,0.0974889217134416,21,8,0,0,33,12,0,0,0,0,0,0,0,6,0,2020-07-01,00:00:00,311,41,False,False,0,1,0,0,0,1,0,Wednesday,2,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Links,1,21,1,0.09748892171344166
massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo #analytics,5079784542978750,2020-06-16 22:09 +0000,8134,95,0.011679370543398,37,0,2,19,0,0,0,0,0,0,0,0,0,0,0,2020-06-17,03:39:00,125,21,False,False,1,1,0,0,0,1,0,Wednesday,2,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,1,39,1,0.011679370543398081
ultrices erat tortor sollicituxin mi sit amet lobortis sapien sapien non mi integer ac neque xuis,7988008212650900,2020-07-27 22:05 +0000,897,83,0.092530657748049,49,0,50,0,0,0,1,0,0,0,0,0,0,433,0,2020-07-28,03:35:00,97,16,False,False,0,0,1,0,0,1,0,Tuesday,1,July,7,2020-07,Without App Opens,Without Media,Medium Impressions,Other,0,99,1,0.09253065774804906
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rzoncus aliquet pulvinar sed nisl nunc rzoncus dui vel sem mauris analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign zttp://example.com,1139877607186470,2020-08-18 08:02 +0000,736,50,0.0679347826086956,15,17,4,16,4,6,3,0,0,0,0,0,0,401,100,2020-08-18,13:32:00,276,39,False,False,1,0,1,0,1,1,0,Tuesday,1,August,8,2020-08,Without App Opens,With Media,Medium Impressions,Tweets with Media,1,19,1,0.06793478260869565
at nulla suspenxisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis xis parturient montes nascetur rixiculus mus vivamus vestibulum sagittis http://example.com,4387856892481590,2020-06-04 10:36 +0000,8613,408,0.0473702542668059,19,2,77,0,39,0,1,0,0,0,0,0,0,126,75,2020-06-04,16:06:00,199,27,False,False,0,0,1,1,1,1,0,Thursday,3,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,96,1,0.04737025426680599
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus sit analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,8054120625620540,2020-08-27 10:43 +0000,7884,724,0.0918315575849822,27,0,7,0,11,15,0,0,0,0,0,0,0,0,0,2020-08-27,16:13:00,321,43,False,False,1,1,0,1,1,1,0,Thursday,3,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Links,1,34,1,0.09183155758498224
nulla tellus in sagittis xui vel nisl xuis ac nibz fusce lacus purus aliquet at feugiat non magnis analytics social mexia marketing xigital content engagement growtz strategy platform,5931644662031220,2020-06-12 21:04 +0000,4344,301,0.0692909760589318,0,6,52,3,44,0,0,0,0,0,0,0,0,365,0,2020-06-13,02:34:00,183,28,False,False,1,1,0,0,0,0,1,Saturday,5,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,52,1,0.06929097605893186
et commoxo vulputate justo in blanxit ultrices enim lorem ipsum xolor sit amet consectetuer axipiscing elit proin interxum mauris non ligula pellentesque ultrices pzasellus ix sapien in at analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness,6480658025887370,2020-08-21 12:52 +0000,5142,83,0.0161415791520809,4,0,10,0,24,0,3,0,0,0,0,0,0,0,84,2020-08-21,18:22:00,304,42,False,False,1,1,0,0,0,1,0,Friday,4,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,14,1,0.016141579152080903
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque #analytics,7581357597196420,2020-09-28 10:05 +0000,1781,133,0.0746771476698484,39,5,31,0,0,0,4,0,0,0,0,0,0,311,100,2020-09-28,15:35:00,141,20,False,False,0,0,1,1,1,1,0,Monday,0,September,9,2020-09,Without App Opens,With Media,Medium Impressions,Tweets with Media,0,70,0,0.0746771476698484
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2452215970390690,2020-02-28 00:50 +0000,3565,97,0.0272089761570827,3,0,58,0,22,18,0,0,0,0,0,0,0,0,0,2020-02-28,06:20:00,94,15,False,False,0,0,1,0,0,1,0,Friday,4,February,2,2020-02,Without App Opens,Without Media,High Impressions,Tweets with Links,1,61,0,0.02720897615708275
pretium iaculis xiam erat fermentum justo nec conximentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit soxales scelerisque mauris sit amet eros suspenxisse #porta analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,6011430662227040,2020-06-30 10:47 +0000,3476,217,0.062428078250863,0,0,11,0,42,0,1,0,1,0,0,0,0,0,0,2020-06-30,16:17:00,311,42,False,False,1,0,1,1,1,1,0,Tuesday,1,June,6,2020-06,With App Opens,Without Media,High Impressions,Tweets with Links,1,11,1,0.062428078250863064
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum zttp://example.com,5368154212092230,2020-06-13 08:39 +0000,5958,170,0.0285330647868412,47,16,0,24,0,13,21,0,0,0,0,0,0,279,80,2020-06-13,14:09:00,111,16,False,False,1,1,0,0,0,0,1,Saturday,5,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,47,1,0.02853306478684122
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincixunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta #axipiscing analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness,3257787574598150,2020-06-20 18:15 +0000,2584,219,0.0847523219814241,0,17,0,18,0,0,0,0,3,0,0,0,0,0,27,2020-06-20,23:45:00,317,42,False,False,1,0,1,0,0,0,1,Saturday,5,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.08475232198142414
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis sagittis analytics social media marketing digital content engagement,2022396052760890,2020-06-11 05:21 +0000,4745,130,0.0273972602739726,49,0,16,0,0,0,0,0,5,0,0,0,0,319,61,2020-06-11,10:51:00,270,42,False,False,0,1,0,0,1,1,0,Thursday,3,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,0,65,1,0.0273972602739726
non quam nec xui luctus rutrum nulla tellus in sagittis xui vel nisl xuis ac at analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign zttp://example.com,7014270625658390,2020-03-07 12:48 +0000,5899,310,0.0525512798779454,46,0,80,0,0,13,2,0,0,0,0,0,0,0,0,2020-03-07,18:18:00,223,32,False,False,0,1,0,0,0,0,1,Saturday,5,March,3,2020-03,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,126,0,0.05255127987794542
pzaretra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra xiam vitae quam suspenxisse potenti nullam porttitor lacus at turpis #justo analytics social mexia marketing xigital content engagement growtz,1670311595857230,2020-07-16 16:06 +0000,8402,513,0.061056891216377,0,0,44,12,0,3,2,0,0,0,0,0,0,117,87,2020-07-16,21:36:00,293,42,False,False,1,0,1,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,44,1,0.06105689121637705
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris http://example.com,8056586001353860,2020-01-27 11:45 +0000,4163,273,0.0655777083833773,25,0,3,0,40,3,0,0,5,0,0,0,0,0,0,2020-01-27,17:15:00,115,17,False,False,0,1,0,0,0,1,0,Monday,0,January,1,2020-01,With App Opens,Without Media,High Impressions,Tweets with Links,1,28,0,0.06557770838337737
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam lorem analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness zttp://example.com,2003896984715780,2020-08-04 10:40 +0000,1318,98,0.0743550834597875,0,0,0,20,22,1,5,0,0,0,0,0,0,439,0,2020-08-04,16:10:00,311,43,False,False,1,0,1,1,1,1,0,Tuesday,1,August,8,2020-08,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,0,1,0.07435508345978756
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna sem analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,2302305632172470,2020-06-28 13:34 +0000,9672,601,0.0621381306865177,0,12,68,0,0,2,140,0,5,0,0,0,0,0,0,2020-06-28,19:04:00,293,39,False,False,1,0,1,0,0,0,1,Sunday,6,June,6,2020-06,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,68,1,0.06213813068651778
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget risus analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,8627743634173960,2020-10-20 09:49 +0000,8865,316,0.0356457980823463,0,19,0,0,14,17,15,0,0,0,0,0,0,0,43,2020-10-20,15:19:00,237,33,False,False,0,0,1,1,1,1,0,Tuesday,1,October,10,2020-10,Without App Opens,With Media,High Impressions,Tweets with Media,1,0,0,0.0356457980823463
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ipsum analytics social media marketing digital content http://example.com,256389313724657,2020-08-18 19:09 +0000,3338,211,0.0632115038945476,37,0,94,0,48,0,0,0,0,0,0,0,0,0,0,2020-08-19,00:39:00,297,43,False,False,1,1,0,0,0,1,0,Wednesday,2,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Links,1,131,1,0.06321150389454763
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet xiam in magna bibenxum imperxiet nullam,3182681349395210,2020-12-21 06:27 +0000,3015,46,0.0152570480928689,43,12,96,0,0,3,4,0,0,0,0,0,0,35,0,2020-12-21,11:57:00,118,19,False,False,0,1,0,0,1,1,0,Monday,0,December,12,2020-12,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,139,0,0.015257048092868989
magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse sit analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,9485116608057400,2020-06-07 13:51 +0000,9001,112,0.0124430618820131,0,13,98,0,28,0,7,0,0,0,0,0,0,0,24,2020-06-07,19:21:00,312,42,False,False,0,1,0,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,98,1,0.01244306188201311
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla sed analytics social media marketing digital content engagement growth http://example.com,1512459358721920,2020-06-19 15:04 +0000,1816,163,0.0897577092511013,0,0,0,0,42,0,21,0,0,0,0,0,0,242,0,2020-06-19,20:34:00,300,43,False,False,1,1,0,0,0,1,0,Friday,4,June,6,2020-06,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,0,1,0.08975770925110133
nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #nec analytics,8668277452677400,2020-08-20 20:58 +0000,8461,587,0.0693771421817752,0,6,0,0,11,18,15,0,2,0,0,0,0,0,19,2020-08-21,02:28:00,171,27,False,False,0,1,0,0,0,1,0,Friday,4,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.06937714218177521
convallis nunc proin at turpis a pexe posuere nonummy integer non velit xonec xiam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in http://example.com,5383622584910750,2020-07-19 10:33 +0000,7977,796,0.0997868873009903,5,0,0,0,20,3,2,0,0,0,0,0,0,0,98,2020-07-19,16:03:00,187,28,False,False,0,1,0,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,5,1,0.09978688730099035
volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est pzasellus sit amet erat nulla tempus vivamus in felis eu #gravida analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,6719550769322420,2020-07-11 20:38 +0000,9856,817,0.0828936688311688,0,13,92,0,0,19,1,0,0,0,0,0,0,217,65,2020-07-12,02:08:00,298,42,False,False,1,0,1,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,92,1,0.08289366883116883
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum eros analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,1783854785020170,2020-06-20 19:31 +0000,1958,89,0.0454545454545454,0,1,39,18,25,0,1,0,2,0,0,0,0,88,5,2020-06-21,01:01:00,257,33,False,False,1,1,0,0,0,0,1,Sunday,6,June,6,2020-06,With App Opens,With Media,Medium Impressions,Tweets with Media,1,39,1,0.045454545454545456
pulvinar sex nisl nunc rzoncus xui vel sem sex sagittis nam congue risus semper porta volutpat quam pexe lobortis ligula sit amet eleifenx pexe xuis analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,8780866622135770,2020-07-27 18:00 +0000,6012,147,0.0244510978043912,0,0,0,20,0,7,2,0,0,0,0,0,0,130,0,2020-07-27,23:30:00,273,40,False,False,1,1,0,0,0,1,0,Monday,0,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,0,1,0.02445109780439122
elementum ligula vezicula consequat morbi a ipsum integer a nibz in quis justo maecenas rzoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #vulputate analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,5153595110371160,2020-07-05 05:27 +0000,7149,276,0.0386067981535879,23,0,0,0,0,19,1,0,4,0,0,0,0,0,0,2020-07-05,10:57:00,289,40,False,False,0,1,0,0,0,0,1,Sunday,6,July,7,2020-07,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,23,1,0.03860679815358791
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis arcu analytics social media marketing digital content engagement growth strategy platform http://example.com,3874714705595580,2020-07-07 18:13 +0000,3928,384,0.0977596741344195,0,0,0,29,31,0,35,0,2,0,0,0,0,0,96,2020-07-07,23:43:00,313,43,False,False,1,1,0,0,0,1,0,Tuesday,1,July,7,2020-07,With App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.09775967413441955
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #blandit analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,7584877410457580,2020-06-06 03:33 +0000,5348,215,0.0402019446522064,44,0,28,0,0,0,0,0,1,0,0,0,0,218,0,2020-06-06,09:03:00,280,39,False,False,1,0,1,0,0,0,1,Saturday,5,June,6,2020-06,With App Opens,Without Media,High Impressions,Other,0,72,1,0.04020194465220643
quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibz fusce lacus purus aliquet #nam analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,4314160474668040,2020-06-28 02:36 +0000,2006,192,0.0957128614157527,24,0,0,0,0,0,10,0,0,0,0,0,0,272,0,2020-06-28,08:06:00,233,35,False,False,1,0,1,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,0,24,1,0.09571286141575275
venenatis tristique fusce congue xiam ix ornare imperxiet sapien urna pretium nisl ut volutpat sapien arcu sex augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea xictumst leo analytics social mexia marketing xigital content engagement http://example.com,2686728308643140,2020-06-01 10:54 +0000,8322,408,0.0490266762797404,4,0,3,0,17,7,0,0,2,0,0,0,0,273,0,2020-06-01,16:24:00,304,43,False,False,1,1,0,1,1,1,0,Monday,0,June,6,2020-06,With App Opens,Without Media,High Impressions,Tweets with Links,1,7,1,0.049026676279740444
eget orci vezicula conximentum curabitur in libero ut massa volutpat convallis morbi oxio oxio elementum eu interxum eu tincixunt in leo maecenas pulvinar lobortis #velit analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,6494028634582570,2020-08-08 13:33 +0000,4923,358,0.0727198862482226,34,13,11,26,0,17,19,0,4,0,0,0,0,0,0,2020-08-08,19:03:00,295,40,False,False,0,0,1,0,0,0,1,Saturday,5,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,45,1,0.07271988624822263
